,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
7214,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2013,75.196283063,Normal value
7215,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2012,73.7640831568,Normal value
7216,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2011,75.4110629403,Normal value
7217,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2010,75.2195973612,Normal value
7218,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2009,76.2892996317,Normal value
7219,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2008,76.4588139842,Normal value
7220,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2007,75.8114001966,Normal value
7221,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2006,75.6780967278,Normal value
7222,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2005,75.6963403746,Normal value
7223,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2004,76.6003779159,Normal value
7224,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2024,6.2387145375,Normal value
7225,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2023,5.8810288066,Normal value
7226,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2022,5.5609930211,Normal value
7227,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2021,5.6635483578,Normal value
7228,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2018,5.3559495373,Normal value
7229,Bulgaria,Life satisfaction,0-10 scale,Subjective well-being,2013,4.7706767102,Normal value
7230,Bulgaria,Life expectancy at birth,Years,Health,2021,71.2,Normal value
7231,Bulgaria,Life expectancy at birth,Years,Health,2020,73.3,Normal value
7232,Bulgaria,Life expectancy at birth,Years,Health,2023,75.8,Normal value
7233,Bulgaria,Life expectancy at birth,Years,Health,2022,74.2,Normal value
7234,Bulgaria,Life expectancy at birth,Years,Health,2019,75.1,Normal value
7235,Bulgaria,Life expectancy at birth,Years,Health,2018,75.0,Normal value
7236,Bulgaria,Life expectancy at birth,Years,Health,2017,74.8,Normal value
7237,Bulgaria,Life expectancy at birth,Years,Health,2016,74.9,Normal value
7238,Bulgaria,Life expectancy at birth,Years,Health,2015,74.7,Normal value
7239,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2015,89.9007832032,Normal value
7240,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2014,89.9007832032,Normal value
7241,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2013,83.2793867313,Normal value
7242,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2012,83.2793867313,Normal value
7243,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2011,83.2793867313,Normal value
7244,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2010,81.5910135204,Normal value
7245,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2009,81.5910135204,Normal value
7246,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2006,80.7402042817,Normal value
7247,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,65.6666666667,Normal value
7248,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,65.6666666667,Normal value
7249,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,65.6666666667,Normal value
7250,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,57.6666666667,Normal value
7251,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,57.6666666667,Normal value
7252,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,57.6666666667,Normal value
7253,Bulgaria,Self-reported depression,Percentage of population aged 15 years or over,Health,2019,4.5,Normal value
7254,Bulgaria,Self-reported depression,Percentage of population aged 15 years or over,Health,2014,7.9,Normal value
7255,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,65.5,Normal value
7256,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,65.5,Normal value
7257,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,56.0,Normal value
7258,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,56.0,Normal value
7259,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,56.0,Normal value
7260,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,56.0,Normal value
7261,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,56.0,Normal value
7262,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,56.0,Normal value
7263,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,55.0,Normal value
7264,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,55.0,Normal value
7265,Bulgaria,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,47.0,Normal value
7266,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2024,37.4,Normal value
7267,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2023,33.2,Normal value
7268,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2022,40.3,Normal value
7269,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2021,37.1,Normal value
7270,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2020,43.7,Normal value
7271,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2019,50.1,Normal value
7272,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2018,55.9,Normal value
7273,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2017,58.4,Normal value
7274,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2015,64.0,Normal value
7275,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2013,65.2,Normal value
7276,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2012,65.9,Normal value
7277,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2011,62.4,Normal value
7278,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2010,65.0,Normal value
7279,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2009,63.1,Normal value
7280,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2008,63.8,Normal value
7281,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2007,68.0,Normal value
7282,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2006,71.2,Normal value
7283,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2005,71.2,Normal value
7284,Bulgaria,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2022,7.5928567871,Normal value
7285,Bulgaria,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2018,8.5790494691,Normal value
7286,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2022,76.6188506286,Normal value
7287,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2021,76.7759882571,Normal value
7288,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2020,77.2799560808,Normal value
7289,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2019,76.2584904125,Normal value
7290,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2018,76.8063270914,Normal value
7291,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2017,76.3022573642,Normal value
7292,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2016,76.6097430896,Normal value
7293,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2015,76.1683084474,Normal value
7294,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2016,61.7,Time series break
7295,Bulgaria,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2014,63.2,Time series break
